CORPORATE_IDENTIFICATION_NUMBER;COMPANY_NAME;COMPANY_STATUS;COMPANY_CLASS;COMPANY_CATEGORY;COMPANY_SUB_CATEGORY;DATE_OF_REGISTRATION;REGISTERED_STATE;AUTHORIZED_CAP;PAIDUP_CAPITAL;INDUSTRIAL_CLASS;PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN;REGISTERED_OFFICE_ADDRESS;REGISTRAR_OF_COMPANIES;EMAIL_ADDR;LATEST_YEAR_ANNUAL_RETURN;LATEST_YEAR_FINANCIAL_STATEMENT
L29259GJ1962PLC001130;SATELLITE ENGINEERING LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;12-4-1962;Gujarat;80000000.0;34200000.0;29259.0;Manufacturing;404 SWAGAT BUILDINGC G ROAD ELLISH BRIDGE   ;ROCÂ AHMEDABAD;anand.satelliteeng@gmail.com;31-3-2013;31-3-2014
L29259GJ1986PLC008857;UNION BEARINGS INDIA LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;7-8-1986;Gujarat;75000000.0;36531500.0;29259.0;Manufacturing;123 , MANGAL MOORTIASHRAM ROAD  ;ROCÂ AHMEDABAD;camnkakkad@gmail.com;;
L29259GJ1991PLC015182;AIA ENGINEERING LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;11-3-1991;Gujarat;460000000.0;188640740.0;29259.0;Manufacturing;115G V M M ESTATEODHAV ROADODHAV  ;ROCÂ AHMEDABAD;ric@aiaengineering.com;31-3-2019;31-3-2019
L29294GJ1993PLC019278;ALPHA GRAPHIC INDIA LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;13-4-1993;Gujarat;210000000.0;199174000.0;29294.0;Manufacturing;B-1, Sadguru ComplexNear Rupal Park Gotri Road, Baroda  ;ROCÂ AHMEDABAD;investor.relations@alphagraphicltd.com;31-3-2018;31-3-2018
L29298GJ2006PLC048627;MEERA INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;5-7-2006;Gujarat;120000000.0;44495000.0;29298.0;Manufacturing;2126, ROAD NO. 2GIDC, SACHIN  ;ROCÂ AHMEDABAD;info@meeraind.com;31-3-2019;31-3-2019
L29300GJ1984PLC007470;JOHNSON CONTROLS-HITACHI AIRCONDITIONING INDIA LIMITED  ;ACTV;Public;Company limited by Shares;Non-govt company;7-12-1984;Gujarat;300000000.0;271900000.0;29300.0;Manufacturing;9TH FLOOR, ABHIJEET,MITHAKHALI SIX ROADS  ;ROCÂ AHMEDABAD;parag.dave@jci-hitachi.com;31-3-2019;31-3-2019
L29300GJ1995PLC025792;BIRMINGHAM THERMO-TECH LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;9-5-1995;Gujarat;100000000.0;80915000.0;29300.0;Manufacturing;H-1105, 11TH FLOOR, TITANIUM CITY CENTRE100 FT ANANDNAGAR ROAD  ;ROCÂ AHMEDABAD;RKPL9@YAHOO.COM;31-3-2019;31-3-2019
L29305GJ2013PLC074365;M.R.ORGANISATION LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;5-4-2013;Gujarat;26000000.0;25837500.0;29305.0;Manufacturing;B-8, CAPITAL COMMERCIAL CENTRE,NEAR PATANG HOTEL, ASHRAM ROAD,  ;ROCÂ AHMEDABAD;mayurkamdar@mrocompparts.com;31-3-2019;31-3-2019
L29306GJ2017PLC099085;THE ANUP ENGINEERING LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;14-9-2017;Gujarat;652500000.0;101995180.0;29306.0;Manufacturing;BEHIND 66 KV,ELEC.SUB-STATION,ODHAV ROAD,  ;ROCÂ AHMEDABAD;chintankumar.patel@anupengg.com;31-3-2019;31-3-2019
L29307GJ2010PLC061759;TAYLORMADE RENEWABLES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;28-7-2010;Gujarat;110000000.0;98248480.0;29307.0;Manufacturing;705, SHAPATH - II , OPP. RAJPATH CLUB, S.G. ROAD,BODAKDEV.  ;ROCÂ AHMEDABAD;dharam@tss-india.com;31-3-2019;31-3-2019
L29308GJ1976PLC002889;ORG INFORMATICS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;6-4-1976;Gujarat;270000000.0;171704740.0;29308.0;Manufacturing;Patel Square,1st Floor,Gorwa Industrial Road,Off.Amar Car Show Room, Gorwa,  ;ROCÂ AHMEDABAD;kiranshah.ip@gmail.com;31-3-2018;31-3-2018
L29308GJ1986PLC008387;SHILCHAR TECHNOLOGIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;13-1-1986;Gujarat;50000000.0;38134000.0;29308.0;Manufacturing;BIL ROAD BIL DISTRICTBARODA  ;ROCÂ AHMEDABAD;alay@shilchar.com;31-3-2019;31-3-2019
L29308GJ1994PLC023275;BOBSHELL ELECTRODES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;14-10-1994;Gujarat;70000000.0;60060000.0;29308.0;Manufacturing;B/505 FAIRDEL HOUSE OPP STXAVIERS LADIES HOSTELNAVRANGPURA  ;ROCÂ AHMEDABAD;bobshellahm@yahoo.in;31-3-2019;31-3-2019
L30000GJ1997PLC033479;DEV INFORMATION TECHNOLOGY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;23-12-1997;Gujarat;60000000.0;55205000.0;30000.0;Manufacturing;14, AARYANS CORPORATE PARKNR. SHILAJ RAILWAY CROSSING, THALTEJ  ;ROCÂ AHMEDABAD;cs@devitpl.com;31-3-2019;31-3-2019
L30006GJ1995PLC025631;NIMBUS FOODS INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;26-4-1995;Gujarat;92000000.0;73061080.0;30006.0;Manufacturing;PLOT NO. B-13 & 14, PHASE - II,GIDC INDUSTRIAL AREA, NARODA  ;ROCÂ AHMEDABAD;nimbusfoods@gmail.com;31-3-2018;31-3-2018
L30007GJ2010PLC063070;ECS BIZTECH LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;29-11-2010;Gujarat;400000000.0;205550470.0;30007.0;Manufacturing;ECS HOUSE,12, GARDEN VIEW, OPP AUDA GARDEN, PAKWANCIRCLE, SINDHU BHAVAN ROAD,OFF SG HIGHWAY,BODAKDEV  ;ROCÂ AHMEDABAD;secretarial@ecscorporation.com;31-3-2018;31-3-2019
L30009GJ2003PLC043419;MACPOWER CNC MACHINES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;31-12-2003;Gujarat;100000000.0;98080000.0;30009.0;Manufacturing;PLOT NO.2234, NR. KRNATI GATE,GIDC METODA, TAL LODHIKA  ;ROCÂ AHMEDABAD;cs@macpowercnc.com;31-3-2019;31-3-2019
L30092GJ1992PLC017638;GENUINE PHARMACEUTICALS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;14-5-1992;Gujarat;50000000.0;37869649.0;30092.0;Manufacturing;6 AGRAWAL ESTATE 2ND FLOORNR I T OFFICE ASHRAMROAD  ;ROCÂ AHMEDABAD;genuinepharma@rediffmail.com;31-3-2017;31-3-2015
L31100GJ1966PLC001397;JSL INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;13-6-1966;Gujarat;100000000.0;31012180.0;31100.0;Manufacturing;MOGAR   ;ROCÂ AHMEDABAD;cs@jslmogar.com;31-3-2019;31-3-2019
L31100GJ1967PLC001437;VOLTAMP TRANSFORMERS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;2-3-1967;Gujarat;120000000.0;101171200.0;31100.0;Manufacturing;MAKARPURA   ;ROCÂ AHMEDABAD;sanket_act@voltamptransformers.com;31-3-2019;31-3-2019
L31100GJ1978PLC008624;ELECTRIC CONTROL GEAR (INDIA) LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;26-8-1978;Gujarat;50000000.0;43016400.0;31100.0;Manufacturing;APEX BUSSINESS CENTRE TOP FLOOR, 4TH FLOORDEVASHISH BLDG NR HOTEL NEST, OFF C G ROAD  ;ROCÂ AHMEDABAD;jindal1990@rediffmail.com;30-9-2013;30-9-2013
L31100GJ1989PLC013181;PROTECH SWITCHGEARS LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;28-12-1989;Gujarat;35000000.0;34500000.0;31100.0;Manufacturing;106 HATHI KAHNA GENDA FALIA  DARGAHWALI GALI   ;ROCÂ AHMEDABAD;kheradiaramesh@hotmail.com;31-3-2008;31-3-2008
L31100GJ1993PLC019635;RANJEET MECHATRONICS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;10-6-1993;Gujarat;67000000.0;65999800.0;31100.0;Manufacturing;Block A, Office No:407, Dev Aurum,Anand Nagar Char Rasta, Prahlad Nagar Road  ;ROCÂ AHMEDABAD;cs.compliance@ranjeet.co.in;31-3-2019;31-3-2019
L31100GJ1995PLC025476;BOSTON BIO SYSTEMS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;17-4-1995;Gujarat;80000000.0;70022000.0;31100.0;Manufacturing;17/B, 4TH FLOOR, SANDESH COMMERCIAL COMPLEX,OLD MADHURAM CINEMA, MIRZAPUR  ;ROCÂ AHMEDABAD;bostonsystem@yahoo.com;31-3-2019;31-3-2019
L31200GJ2004PLC044068;TORRENT POWER LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;29-4-2004;Gujarat;43700000000.0;4806167840.0;31200.0;Manufacturing;''SAMANVAY'', 600, TAPOVAN,AMBAWADI  ;ROCÂ AHMEDABAD;cs@torrentpower.com;31-3-2019;31-3-2019
L31300GJ1991PLC015174;VARDHAMAN WIRES AND POLYMERS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;7-3-1991;Gujarat;50000000.0;40000000.0;31300.0;Manufacturing;PLOT NO 662/II SAVLI LAMDAPURAROAD VILLAGEMANJUSAR TA SAVLI  ;ROCÂ AHMEDABAD;vwpl94@rediffmail.com;31-3-2015;31-3-2018
L31300GJ1992PLC018198;DIAMOND POWER INFRASTRUCTURE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;26-8-1992;Gujarat;4500000000.0;2738521790.0;31300.0;Manufacturing;PHASE-II,VILLAGE-VADAVALA,TA.SAVLI,   ;ROCÂ AHMEDABAD;cs@dicabs.com;31-3-2016;31-3-2016
L31300GJ2007PLC052394;ULTRACAB (INDIA) LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;19-12-2007;Gujarat;150000000.0;127230000.0;31300.0;Manufacturing;SURVEY NO. 262,BEHIND GALAXY BEARING LTD., SHAPAR(VARAVAL)  ;ROCÂ AHMEDABAD;info@ultracab.in;31-3-2019;31-3-2019
L31400GJ1972PLC002091;PANASONIC ENERGY INDIA COMPANY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;24-5-1972;Gujarat;100000000.0;75000000.0;31400.0;Manufacturing;GIDC, MAKARPURAP.B. NO. 719  ;ROCÂ AHMEDABAD;susheela.maheshwari@in.panasonic.com;31-3-2019;31-3-2019
L31900GJ1989PLC012224;ICICON ELECTRONICS INDIA LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;11-5-1989;Gujarat;75000000.0;60000000.0;31900.0;Manufacturing;6 A, RAMKRISHNA CHAMBERSALKAPURI  ;ROCÂ AHMEDABAD;piyush.luktuke@yahoo.com;;
L31900GJ2011PLC064420;SCHNEIDER ELECTRIC INFRASTRUCTURELIMITED  ;ACTV;Public;Company limited by Shares;Non-govt company;12-3-2011;Gujarat;2300000000.0;2198208070.0;31900.0;Manufacturing;Milestone 87, Vadodara, Halol Highway,Village Kotambi, Post office Jarod,  ;ROCÂ AHMEDABAD;company.secretary@schneider-electric.com;31-3-2019;31-3-2019
L31908GJ2013PLC077306;AARON INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;23-10-2013;Gujarat;60000000.0;52611140.0;31908.0;Manufacturing;B-65 & 66, JAWAHAR ROAD NO. 4,UDHYOG NAGAR, UDHANA,  ;ROCÂ AHMEDABAD;info1@aaronindustries.net;31-3-2019;31-3-2019
L31909GJ1992PLC017898;TOP MEDIA ENTERTAINMENT LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;26-6-1992;Gujarat;140000000.0;125400500.0;31909.0;Manufacturing;S.F 205- Satyam Mall Opp. Saman Complex,Nr. Vishwehwar Mahadev Mandir, Settelite  ;ROCÂ AHMEDABAD;avshelat@sancharnet.in;31-3-2019;31-3-2019
L32100GJ1992PLC017564;MANGALYA SOFT-TECH LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;5-5-1992;Gujarat;100000000.0;100000000.0;32100.0;Manufacturing;302 SAMRUDDHI OPP GUJ HIGH-COURT INCOME-TAX CIRCLEASHRAM ROAD  ;ROCÂ AHMEDABAD;MJSHAH_SHAH@YAHOO.COM;31-3-2019;31-3-2019
L32100GJ1995PLC024812;MOBILE TELECOMMUNICATIONS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;28-2-1995;Gujarat;300000000.0;139451178.0;32100.0;Manufacturing;301 AARON COMPLEX,NEAR GANDHIGRAM RAILWAY STATION ELLISBRIDGE  ;ROCÂ AHMEDABAD;ab@mobileteleindia.com;31-3-2017;31-3-2017
L32100GJ1996PLC030976;VODAFONE IDEA LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;14-3-1995;Gujarat;500000000000.0;287353892400.0;32100.0;Manufacturing;SUMAN TOWER, PLOT NO.18,SECTOR-11,  ;ROCÂ AHMEDABAD;pankaj.kapdeo@vodafoneidea.com;31-3-2019;31-3-2019
L32109GJ1990PLC013348;ARROW MACCO (INDIA) LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;9-2-1990;Gujarat;40000000.0;36446000.0;32109.0;Manufacturing;B/23 RISHI ENCLOKE OPP ONGCMAKARPURA   ;ROCÂ AHMEDABAD;arrowmacco@arrowmacco.com;31-3-2005;31-3-2005
L32109GJ2008PLC053336;BHATIA COMMUNICATIONS & RETAIL (INDIA)LIMITED  ;ACTV;Public;Company limited by Shares;Non-govt company;25-3-2008;Gujarat;130000000.0;125152000.0;32109.0;Manufacturing;132, DR. AMBEDKAR SHOPPING CENTRE,RING ROAD,  ;ROCÂ AHMEDABAD;info@bhatiamobile.com;31-3-2019;31-3-2019
L32201GJ1983PLC006456;POWER AND INSTRUMENTATION (GUJARAT)LIMITED  ;ACTV;Public;Company limited by Shares;Non-govt company;12-9-1983;Gujarat;100000000.0;70439000.0;32201.0;Manufacturing;B-1104 Sankalp Iconic,Opp Vikram Nagar,Iscon Temple Cross Road, S. G. Highway,  ;ROCÂ AHMEDABAD;harshit@grouppower.org;31-3-2019;31-3-2019
L32201GJ1988PLC010331;SYMPHONY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;5-2-1988;Gujarat;150000000.0;139900000.0;32201.0;Manufacturing;"""Symphony House"", Third Floor, FP-12, TP-50,Off S.G. Highway, Bodakdev,  ";ROCÂ AHMEDABAD;companysecretary@symphonylimited.com;31-3-2019;31-3-2019
L33121GJ1994PLC022460;TRANSFORMERS AND RECTIFIERS (INDIA)LIMITED  ;ACTV;Public;Company limited by Shares;Non-govt company;11-7-1994;Gujarat;200000000.0;132564110.0;33121.0;Manufacturing;Survey No. 427 P/3-4 & 431 P/1-2Sarkhej Bavla Highway, Village:Moraiya, Tal:Sanand  ;ROCÂ AHMEDABAD;cs@transformerindia.com;31-3-2019;31-3-2019
L33130GJ1987PLC009305;INTEGRA INDIA GROUP COMPANY LIMITED   ;AMAL;Public;Company limited by Shares;Non-govt company;9-1-1987;Gujarat;15000000.0;11000000.0;33130.0;Manufacturing;FF 10, UNADDEEP COMPLEX,SUSSAN TARSALI RING ROAD, TARSALI,  ;ROCÂ AHMEDABAD;mayank.joshi@integraindia.in;31-12-2010;31-12-2010
L33302GJ2001PLC039689;SONAM CLOCK LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;21-6-2001;Gujarat;110000000.0;100080000.0;33302.0;Manufacturing;Survey No. 337/p, Morbi Rajkot Highway,Tal. Tankara, Dist. Morbi,  ;ROCÂ AHMEDABAD;info@sonamquartz.com;31-3-2019;31-3-2019
L34100GJ1985PLC007958;MUNJAL AUTO INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;12-7-1985;Gujarat;250000000.0;200000000.0;34100.0;Manufacturing;187 GIDC ESTATE WAGHODIADISTT   ;ROCÂ AHMEDABAD;cs@munjalauto.com;31-3-2019;31-3-2019
L34100GJ1987PLC010088;SAR AUTO PRODUCTS LIMITEED   ;ACTV;Public;Company limited by Shares;Non-govt company;27-10-1987;Gujarat;100000000.0;47647400.0;34100.0;Manufacturing;50-E BHAKTINAGAR INDS ESTATE   ;ROCÂ AHMEDABAD;sapl@sarautoproductsltd.com;31-3-2019;31-3-2019
L35110GJ1997PLC033193;RELIANCE NAVAL AND ENGINEERING LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;17-10-1997;Gujarat;150000000000.0;7375913000.0;35110.0;Manufacturing;Pipavav Shipyard LimitedPipavav Port, Post Ucchaya, Via Rajula  ;ROCÂ AHMEDABAD;avinash.godse@relianceada.com;31-3-2019;31-3-2019
L35111GJ2012PLC068922;L. P. NAVAL AND ENGINEERING LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;7-2-2012;Gujarat;60000000.0;57520000.0;35111.0;Manufacturing;OFFICE BLOCK FIRST FLOOR PL. NO.237/2 & 3SUB PL.NO.A/25 CENTRAL PARK SOC. G.I.D.C PANDESARA  ;ROCÂ AHMEDABAD;cs@lpnaval.com;31-3-2019;31-3-2019
L35999GJ1982PLC005203;SETCO AUTOMOTIVE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;5-5-1982;Gujarat;500000000.0;267534550.0;35999.0;Manufacturing;BARODA GODHRA HIGHWAYKALOL(PANCHMAHAL)  ;ROCÂ AHMEDABAD;investor.relations@setcoauto.com;31-3-2019;31-3-2019
L36100GJ2013PLC077651;BANSAL MULTIFLEX LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;27-11-2013;Gujarat;100000000.0;74100000.0;36100.0;Manufacturing;72, THE NUTAN GUJ. CO OP SHOPS AND WAREHOUSES SOC.O/S RAIPUR GATE, NEAR LAXMI COTTON MILL  ;ROCÂ AHMEDABAD;info@bansalmultiflex.com;31-3-2018;31-3-2018
L36101GJ2006PLC049074;PARIN FURNITURE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;12-9-2006;Gujarat;125000000.0;111180000.0;36101.0;Manufacturing;PLOT NO. 6,REVENUE SURVEY NO.149, NATIONAL HIGHWAYAT. VAVDI, GONDAL ROAD  ;ROCÂ AHMEDABAD;info@parinfurniture.com;31-3-2019;31-3-2019
L36910GJ1985PLC015915;WINSOME DIAMONDS AND JEWELLERY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;10-9-1985;Gujarat;1500000000.0;1064709820.0;36910.0;Manufacturing;KESHARBA MARKET-2GOTALAWADIKATARGAM  ;ROCÂ AHMEDABAD;cs@winsomejewellery.com;31-3-2016;31-3-2016
L36910GJ2008PLC054222;ASHAPURI GOLD ORNAMENT LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;17-6-2008;Gujarat;215000000.0;212930000.0;36910.0;Manufacturing;109 to 112A, 1st Floor Supermall,Nr. Lal Bunglow, C.G.Road,  ;ROCÂ AHMEDABAD;ashapurigold@gmail.com;31-3-2019;31-3-2019
L36910GJ2010PLC059513;SONA HI SONA JEWELLERS (GUJARAT) LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;9-2-2010;Gujarat;280000000.0;167853500.0;36910.0;Manufacturing;7, MILLENIUM PLAZA, OPP. SWAMINARAYAN MANDIR,MANSI CROSS ROAD, VASTRAPUR,  ;ROCÂ AHMEDABAD;compliancesona@gmail.com;31-3-2019;31-3-2019
L36910GJ2010PLC060064;BHAKTI GEMS AND JEWELLERY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;30-3-2010;Gujarat;100400000.0;100263450.0;36910.0;Manufacturing;209, SHREE BALAJI PARAGON, B/S ROCK REGENCY HOTEL,OPP. AXIS BANK, NR. CIRCLE - P, C.G.ROAD,  ;ROCÂ AHMEDABAD;compliancebhakti@gmail.com;31-3-2019;31-3-2019
L36910GJ2011PLC063745;DARSHAN ORNA LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;20-1-2011;Gujarat;100100000.0;100058670.0;36910.0;Manufacturing;102, FIRST FLOOR, SHREE BALAJI PARAGON,B/S ROCK REGENCY HOTEL, NR. CIRCLE - P, C.G.ROAD  ;ROCÂ AHMEDABAD;info@darshanorna.com;31-3-2019;31-3-2019
L36910GJ2011PLC065141;STARLINE PRECIOUS STONE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;26-4-2011;Gujarat;220000000.0;216150000.0;36910.0;Manufacturing;M-40, Second Floor, VIP Plaza,Near Shyam Temple, Vesu,  ;ROCÂ AHMEDABAD;info@starlineps.com;31-3-2019;31-3-2019
L36911GJ2014PLC078802;GAUTAM GEMS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;18-2-2014;Gujarat;56000000.0;54911080.0;36911.0;Manufacturing;3rd Floor, Office \x1a 301, SumukhSuper Compound, Vasta Devadi Road,  ;ROCÂ AHMEDABAD;complianceggl@gmail.com;31-3-2019;31-3-2019
L36912GJ2015PLC083846;SAGAR DIAMONDS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;15-7-2015;Gujarat;135000000.0;126437800.0;36912.0;Manufacturing;PLOT NO. 266-B, SEZ DIAMOND PARKSACHIN,  ;ROCÂ AHMEDABAD;cs@sagardiamonds.com;31-3-2019;31-3-2019
L36990GJ1943PLC000363;JYOTI LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;1-1-1943;Gujarat;250000000.0;230926000.0;36990.0;Manufacturing;NANUBHAI AMIN MARG, INDUSTRIAL AREA,PO CHEMICAL INDUSTRIES,  ;ROCÂ AHMEDABAD;pooja@jyoti.com;31-3-2019;31-3-2019
L36998GJ1995PLC028139;SHANGAR DECOR LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;16-11-1995;Gujarat;70000000.0;30601000.0;36998.0;Manufacturing;4 SHARAD FLATS OPP-DHARNIDHARTEMPLE   ;ROCÂ AHMEDABAD;shangardecorltd@hotmail.com;31-3-2019;31-3-2018
L36999GJ1991PLC016625;KEMROCK INDUSTRIES AND EXPORTS LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;18-11-1991;Gujarat;750000000.0;203299980.0;36999.0;Manufacturing;VILLAGE ASOJ, VADODARA-HALOL EXPRESS WAY,TAL WAGHODIA  ;ROCÂ AHMEDABAD;tushar78664@gmail.com;30-9-2013;30-9-2013
L36999GJ1994PLC023304;LINTAS MERCANTILE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;17-10-1994;Gujarat;130000000.0;107059000.0;36999.0;Manufacturing;801-A, WALL STREET-I, OPP-ORIENT CLUBGUJARAT COLLEGE RAILWAY CROSSING, ELLISBRIDGE  ;ROCÂ AHMEDABAD;CA.MUKESH1@GMAIL.COM;31-3-2014;31-3-2014
L36999GJ1995PLC025177;ADITRI INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;24-3-1995;Gujarat;125000000.0;124695600.0;36999.0;Manufacturing;G.F-012- Satyam Mall, Opp. Saman Complex,Near Vishweshwar Mahadev Mandir, Satellite  ;ROCÂ AHMEDABAD;anshusclothing@gmail.com;31-3-2019;31-3-2019
L36999GJ1999PLC036274;GOLDSTAR POWER LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;12-7-1999;Gujarat;150000000.0;106980000.0;36999.0;Manufacturing;BEHIND RAVI PATROLPUMPHIGH-WAY RDAT & POST -HAPA  ;ROCÂ AHMEDABAD;cs@goldstarpower.com;31-3-2019;31-3-2019
L40100GJ1981PLC004281;KALPATARU POWER TRANSMISSION LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;23-4-1981;Gujarat;350000000.0;309430940.0;40100.0;Electricity gas and water supply;'101,PART-III G.I.D.C ESTATESECTOR-28 GANDHINAGAR  ;ROCÂ AHMEDABAD;cs@kalpatarupower.com;31-3-2019;31-3-2019
L40100GJ1992PLC017458;SUN SOURCE (INDIA) LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;10-4-1992;Gujarat;150000000.0;143914610.0;40100.0;Electricity gas and water supply;1 SONAL INDUSTRIAL ESTATEKHODASANAND VIRAMGAM HIGHWAY  ;ROCÂ AHMEDABAD;pranavsemail@gmail.com;31-3-2018;31-3-2018
L40100GJ1995PLC025447;SUZLON ENERGY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;10-4-1995;Gujarat;24980000000.0;10639548242.0;40100.0;Electricity gas and water supply;SUZLON 5,SHRIMALI SOCIETY NEAR SHRI KRISHNACOMPLEX NAVRANGPURA  ;ROCÂ AHMEDABAD;mca@suzlon.com;31-3-2019;31-3-2019
L40100GJ1996PLC030533;ADANI POWER LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;22-8-1996;Gujarat;50000000000.0;38569389410.0;40100.0;Electricity gas and water supply;SHIKHAR NR ADANI HOUSEMITHAKHALI SIX ROADSNAVRANGPURA  ;ROCÂ AHMEDABAD;deepak.pandya@adani.com;31-3-2019;31-3-2019
L40100GJ2005PLC046553;ADANI GAS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;5-8-2005;Gujarat;5100000000.0;1100310083.0;40100.0;Electricity gas and water supply;ADANI HOUSE NR MITHAKHALISIX ROADS NAVRANGPURA   ;ROCÂ AHMEDABAD;gunjan.taunk@adani.com;31-3-2019;31-3-2019
L40100GJ2010PLC059169;K.P. ENERGY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;8-1-2010;Gujarat;125000000.0;111150000.0;40100.0;Electricity gas and water supply;'KP House', Opp. Ishwar Farm Junction BRTS,Near Bliss IVF Circle, Canal Road, Bhatar  ;ROCÂ AHMEDABAD;info@kpenergy.in;31-3-2019;31-3-2019
L40102GJ2008PLC083302;K.P.I. GLOBAL INFRASTRUCTURE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;1-2-2008;Gujarat;200000000.0;180670000.0;40102.0;Electricity gas and water supply;'KP House', Opp. Ishwar Farm Junction BRTS,Near Bliss IVF Circle, Canal Road, Bhatar,  ;ROCÂ AHMEDABAD;cs@kpgroup.co;31-3-2019;31-3-2019
L40103GJ2012PLC072005;FELIX INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;18-9-2012;Gujarat;52000000.0;50930000.0;40103.0;Electricity gas and water supply;208, DEVSHRUTI COMPLEX, OPP. MEDISURGE HOSPITALNR. MITHAKHALI CROSS ROAD, ELLISBRIDGE  ;ROCÂ AHMEDABAD;ritesh.patel@felixindustries.co;31-3-2019;31-3-2019
L40105GJ1985PLC013254;KINTECH RENEWABLES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;9-4-1985;Gujarat;10000000.0;10000000.0;40105.0;Electricity gas and water supply;Kintech House, 8, Shivalik Plaza,Opp. AMA, IIM Road,  ;ROCÂ AHMEDABAD;cs@kintechrenewables.com;31-3-2019;31-3-2019
L40106GJ2009PLC076764;WAA SOLAR LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;9-11-2009;Gujarat;70000000.0;66333820.0;40106.0;Electricity gas and water supply;MADHAV HOUSENR. PANCHRATNA BUILDING, SUBHANPURA  ;ROCÂ AHMEDABAD;info@waasolar.org;31-3-2019;31-3-2019
